Village,Year,Crop,Rainfall_Q1,Temp_Q1,Pest_Q1,Rainfall_Q2,Temp_Q2,Pest_Q2,Rainfall_Q3,Temp_Q3,Pest_Q3,Rainfall_Q4,Temp_Q4,Pest_Q4,Harvest_Quarter,Annual_Yield_hg_per_ha
Chandrapur,2023,Coffee,18.32,28.8,28.38,71.21,24.71,25.27,424.62,27.28,21.19,88.09,26.53,12.47,Q4,630910
Chandrapur,2023,Cotton,49.42,29.15,1.73,165.31,28.64,13.32,646.85,21.73,30.75,213.42,31.4,5.39,Q4,50030
Chandrapur,2023,Mango,110.05,23.09,27.49,446.97,23.2,30.07,1352.21,20.64,21.01,339.81,24.52,25.35,Q4,21950
Chandrapur,2023,Pepper,42.04,21.67,29.19,117.21,25.2,35.48,460.36,26.21,8.86,147.11,22.54,10.0,Q2,91260
Chandwad,2007,Bengal Gram,14.63,30.09,8.21,70.52,35.63,58.75,416.31,31.59,66.34,88.86,27.38,14.64,Q4,17110
Chandwad,2007,Cotton,22.38,26.87,0.37,73.85,30.31,11.04,430.92,22.99,21.63,90.11,26.45,4.99,Q4,19260
Chandwad,2007,Groundnut,44.37,24.45,36.03,145.05,28.68,37.15,591.35,29.83,25.95,201.26,22.51,19.67,Q4,880580
Chandwad,2007,Paddy,14.16,29.19,5.15,74.56,32.73,9.82,420.82,29.97,25.92,90.71,21.81,2.94,Q4,41000
Chandwad,2010,Bengal Gram,37.86,21.9,2.07,106.34,21.21,6.52,443.31,18.64,24.49,154.07,26.05,3.63,Q4,20890
Chandwad,2010,Onion,35.04,25.56,3.42,113.75,26.76,7.99,451.26,19.01,22.36,155.71,28.57,2.86,Q4,21060
Chandwad,2010,Ragi,21.98,28.26,3.78,98.92,26.88,11.24,558.02,25.99,29.8,121.03,22.38,5.09,Q4,24750
Chandwad,2010,Sunflower,42.68,29.53,1.59,141.45,28.31,14.26,551.04,24.44,25.45,178.48,27.95,6.28,Q4,45620
Chandwad,2011,Cotton,13.02,24.78,3.83,84.71,26.02,12.81,468.38,29.21,21.51,101.07,22.73,3.52,Q4,20570
Chandwad,2011,Maize,31.2,33.02,1.17,99.68,25.22,4.74,398.27,25.53,21.41,127.54,30.57,2.47,Q4,18690
Chandwad,2011,Sugarcane,37.6,25.55,3.71,113.56,25.71,6.78,440.51,22.99,22.64,152.57,24.76,-0.52,Q4,20890
Chandwad,2011,Sunflower,39.63,26.99,0.26,118.67,21.96,7.4,460.31,19.19,21.25,156.76,25.38,2.93,Q4,21060
Chandwad,2012,Coffee,32.65,26.73,3.22,84.36,29.13,4.23,362.52,19.27,15.16,120.02,24.5,3.42,Q4,16950
Chandwad,2012,Mango,61.34,27.59,18.8,237.45,30.08,19.37,710.13,18.93,11.23,172.41,23.97,10.75,Q4,8920
Chandwad,2012,Paddy,19.02,24.62,2.21,70.43,26.32,16.35,424.66,25.56,26.78,93.97,29.69,4.4,Q4,38100
Chandwad,2012,Wheat,35.5,22.04,1.44,102.58,23.36,6.67,402.44,27.73,18.15,131.06,25.94,1.4,Q4,18785
Chandwad,2013,Onion,15.72,25.43,2.54,70.1,24.08,10.52,420.02,28.19,24.19,85.75,26.52,4.11,Q4,18540
Chandwad,2013,Sugarcane,17.64,35.06,4.56,61.75,31.17,54.06,387.25,28.75,64.75,79.78,25.12,15.59,Q4,15850
Chandwad,2013,Tomato,20.59,27.3,8.77,83.92,28.83,65.67,495.32,25.35,73.49,110.76,32.9,15.38,Q4,20890
Chandwad,2013,Turmeric,78.05,25.27,19.09,296.7,22.12,24.12,888.07,18.63,15.28,222.34,21.93,10.79,Q4,11410
Chandwad,2020,Jowar,21.62,31.62,4.79,87.26,31.6,15.22,487.13,30.67,28.2,100.71,27.43,3.45,Q4,43800
Chandwad,2020,Pepper,95.22,20.18,3.35,391.09,23.43,15.37,1189.28,19.07,32.89,292.42,19.64,6.93,Q4,52380
Chandwad,2020,Sugarcane,41.92,25.91,3.87,123.67,27.85,7.61,479.99,23.85,23.54,160.7,25.88,3.39,Q4,21870
Chandwad,2020,Wheat,56.49,31.48,3.7,163.38,26.71,14.57,670.42,27.61,30.01,225.64,24.31,3.56,Q4,50510
Chettipalayam,2006,Jowar,15.48,31.26,1.34,74.9,28.2,10.81,450.73,27.16,27.54,93.98,25.17,2.46,Q4,43250
Chettipalayam,2006,Onion,63.29,24.28,14.64,246.02,21.61,6.15,756.08,21.04,10.32,187.18,26.13,25.49,Q4,150500
Chettipalayam,2006,Sunflower,15.07,34.67,0.06,55.18,36.02,13.93,332.34,27.14,23.58,67.4,24.38,5.23,Q4,30830
Chettipalayam,2006,Tomato,105.32,20.95,1.07,441.1,21.1,14.77,1323.45,18.34,35.45,333.03,24.56,4.99,Q4,56400
Chettipalayam,2009,Maize,46.16,27.28,32.86,147.85,27.41,35.93,573.05,25.6,24.28,182.61,24.71,18.97,Q4,850250
Chettipalayam,2009,Millet,20.11,32.74,6.07,81.35,35.6,63.56,488.01,31.41,71.58,109.67,23.43,15.11,Q4,20580
Chettipalayam,2009,Sugarcane,54.41,28.42,37.37,177.39,29.91,38.14,706.72,22.57,33.33,236.85,22.4,21.44,Q4,1085180
Chettipalayam,2009,Wheat,49.36,30.17,5.03,153.51,23.51,10.89,612.46,25.36,26.53,201.16,22.99,5.42,Q4,48620
Chettipalayam,2010,Bengal Gram,60.57,25.75,35.08,163.1,33.01,36.94,675.54,28.4,30.21,223.84,25.35,14.87,Q4,1015310
Chettipalayam,2010,Mango,75.19,23.79,18.89,276.6,23.87,6.83,840.12,20.47,9.38,214.8,21.35,28.62,Q4,163000
Chettipalayam,2010,Paddy,37.61,20.06,31.81,114.66,22.06,39.73,450.88,17.34,9.62,151.94,23.79,9.42,Q2,91260
Chettipalayam,2010,Ragi,37.2,25.66,29.03,107.92,28.75,36.68,428.33,28.4,5.55,142.97,26.71,9.1,Q2,84260
Chettipalayam,2016,Coffee,38.0,30.37,25.28,106.69,29.54,33.62,410.81,29.2,9.16,134.73,21.82,7.43,Q2,81590
Chettipalayam,2016,Pepper,19.46,23.71,3.9,84.66,25.61,11.16,520.66,27.19,28.4,107.11,28.79,6.24,Q4,22970
Chettipalayam,2016,Ragi,12.37,34.28,-0.19,57.07,28.5,11.62,355.64,26.99,16.84,73.32,24.63,1.23,Q4,13370
Chettipalayam,2016,Sunflower,107.32,27.13,25.99,434.86,29.95,30.16,1294.46,24.56,21.91,320.34,24.21,23.6,Q4,20950
Chettipalayam,2021,Cotton,33.45,22.07,25.91,103.32,30.36,35.45,429.48,25.08,9.42,143.03,20.83,9.19,Q2,86370
Chettipalayam,2021,Groundnut,60.98,19.45,20.58,260.45,19.87,20.18,778.02,26.28,12.99,195.55,22.76,8.43,Q4,9800
Chettipalayam,2021,Mango,51.07,30.17,4.25,155.99,28.44,14.1,606.05,23.47,31.8,205.19,27.5,6.16,Q4,48620
Chettipalayam,2021,Potato,11.55,31.32,5.15,67.95,32.0,60.09,411.86,28.27,66.76,83.64,30.47,14.93,Q4,17110
Chettipalayam,2022,Bengal Gram,35.48,23.34,28.22,105.16,29.22,39.25,430.94,28.77,10.75,143.25,21.43,10.6,Q2,87180
Chettipalayam,2022,Millet,62.56,23.12,18.97,274.26,23.49,18.33,821.81,22.42,13.18,210.2,22.75,11.84,Q4,10440
Chettipalayam,2022,Onion,32.33,24.71,1.59,98.27,25.21,7.35,399.36,27.57,19.64,128.13,26.88,3.82,Q4,18440
Chettipalayam,2022,Tomato,64.37,27.38,17.04,275.46,21.01,6.72,828.52,20.58,10.7,206.68,20.37,29.09,Q4,160400
Chitradurga,2005,Groundnut,16.5,28.2,1.76,66.0,29.61,10.53,385.0,26.79,19.31,82.5,27.35,3.51,Q4,14550
Chitradurga,2005,Maize,16.5,28.2,2.27,66.0,29.61,13.59,385.0,26.79,24.92,82.5,27.35,4.53,Q4,35600
Chitradurga,2005,Onion,15.73,29.57,1.22,65.0,29.73,9.18,384.15,25.72,20.98,79.72,24.43,3.55,Q4,14550
Chitradurga,2005,Turmeric,18.33,31.08,3.82,65.01,29.36,14.51,382.06,29.66,26.18,79.83,24.76,4.74,Q4,35600
Chitradurga,2006,Bengal Gram,20.84,29.64,1.41,74.83,31.51,12.71,417.87,28.31,18.96,92.92,28.84,5.14,Q4,15800
Chitradurga,2006,Groundnut,18.0,28.8,1.86,72.0,30.24,11.16,420.0,27.36,20.46,90.0,27.94,3.72,Q4,15800
Chitradurga,2006,Maize,18.0,28.8,2.4,72.0,30.24,14.37,420.0,27.36,26.35,90.0,27.94,4.79,Q4,38100
Chitradurga,2006,Millet,17.59,29.96,2.27,69.31,28.08,15.2,422.01,29.99,28.18,90.17,30.31,6.37,Q4,38100
Chitradurga,2007,Bengal Gram,12.87,30.38,1.06,62.24,30.35,8.96,361.05,24.12,20.34,75.09,25.68,3.96,Q4,13680
Chitradurga,2007,Groundnut,15.6,28.5,1.7,62.4,29.93,10.2,364.0,27.08,18.7,78.0,27.65,3.4,Q4,13680
Chitradurga,2007,Maize,15.6,28.5,2.19,62.4,29.93,13.14,364.0,27.08,24.09,78.0,27.65,4.38,Q4,33880
Chitradurga,2007,Millet,12.81,26.38,3.41,61.02,32.09,13.63,363.13,24.43,24.85,79.79,28.61,4.27,Q4,33880
Chitradurga,2008,Groundnut,19.5,27.9,1.97,78.0,29.3,11.79,455.0,26.51,21.62,97.5,27.06,3.93,Q4,17050
Chitradurga,2008,Maize,19.5,27.9,2.53,78.0,29.3,15.18,455.0,26.51,27.83,97.5,27.06,5.06,Q4,40750
Chitradurga,2008,Tomato,21.47,25.78,2.47,78.51,26.78,12.16,452.93,26.34,21.65,98.56,28.1,2.89,Q4,17050
Chitradurga,2008,Turmeric,20.67,29.98,2.19,79.71,28.5,10.4,454.47,28.4,21.62,99.29,26.25,3.87,Q4,17050
Chitradurga,2009,Groundnut,16.2,29.1,1.79,64.8,30.56,10.74,378.0,27.65,19.69,81.0,28.23,3.58,Q4,14170
Chitradurga,2009,Maize,16.2,29.1,2.24,64.8,30.56,13.41,378.0,27.65,24.59,81.0,28.23,4.47,Q4,34970
Chitradurga,2009,Sunflower,13.45,30.24,1.08,62.4,30.22,13.26,375.22,27.66,25.36,83.42,25.66,4.37,Q4,34970
Chitradurga,2009,Wheat,16.78,29.93,2.68,63.28,33.38,10.73,376.27,25.55,17.92,83.24,29.72,5.03,Q4,14170
Chitradurga,2010,Groundnut,18.6,28.3,1.91,74.4,29.72,11.46,434.0,26.89,21.01,93.0,27.45,3.82,Q4,16320
Chitradurga,2010,Maize,18.6,28.3,2.46,74.4,29.72,14.76,434.0,26.89,27.06,93.0,27.45,4.92,Q4,39320
Chitradurga,2010,Millet,19.47,26.74,2.05,71.6,27.71,10.92,434.77,24.27,22.54,90.72,25.84,2.07,Q4,16320
Chitradurga,2010,Tomato,16.01,26.78,3.36,73.41,31.93,10.77,434.99,25.85,21.4,95.79,26.39,4.95,Q4,16320
Chitradurga,2011,Groundnut,15.0,29.4,1.66,60.0,30.87,9.93,350.0,27.93,18.21,75.0,28.52,3.31,Q4,13060
Chitradurga,2011,Maize,15.0,29.4,2.13,60.0,30.87,12.78,350.0,27.93,23.43,75.0,28.52,4.26,Q4,32560
Chitradurga,2011,Onion,17.22,28.77,0.54,61.59,30.46,11.57,351.34,26.03,22.56,73.34,30.58,5.05,Q4,32560
Chitradurga,2011,Tomato,17.24,28.13,-0.01,61.4,28.79,11.32,347.64,30.5,19.0,75.12,26.41,5.02,Q4,13060
Chitradurga,2012,Groundnut,20.4,27.7,2.07,81.6,29.09,12.42,476.0,26.32,22.77,102.0,26.87,4.14,Q4,18030
Chitradurga,2012,Maize,20.4,27.7,2.64,81.6,29.09,15.84,476.0,26.32,29.04,102.0,26.87,5.28,Q4,42930
Chitradurga,2012,Onion,19.21,28.49,4.53,81.32,31.66,15.14,474.7,24.1,28.27,101.48,25.03,7.01,Q4,42930
Chitradurga,2012,Tomato,22.13,27.17,2.21,78.77,27.36,11.64,475.73,29.1,22.45,103.69,26.52,6.1,Q4,18030
Chitradurga,2013,Groundnut,17.4,28.6,1.83,69.6,30.03,10.95,406.0,27.17,20.08,87.0,27.74,3.65,Q4,15260
Chitradurga,2013,Maize,17.4,28.6,2.34,69.6,30.03,14.04,406.0,27.17,25.74,87.0,27.74,4.68,Q4,36860
Chitradurga,2013,Millet,19.7,31.09,0.86,67.68,30.02,13.54,406.46,27.47,25.66,89.06,28.32,5.78,Q4,36860
Chitradurga,2013,Tomato,14.9,26.71,1.84,68.12,32.68,15.75,403.24,24.84,25.27,85.15,28.29,5.29,Q4,36860
Chitradurga,2014,Bengal Gram,16.89,28.05,0.85,64.56,28.11,15.25,368.38,24.6,26.08,76.65,28.47,4.06,Q4,34420
Chitradurga,2014,Groundnut,15.9,28.9,1.73,63.6,30.35,10.38,371.0,27.46,19.03,79.5,28.03,3.46,Q4,13920
Chitradurga,2014,Maize,15.9,28.9,2.21,63.6,30.35,13.26,371.0,27.46,24.31,79.5,28.03,4.42,Q4,34420
Chitradurga,2014,Sunflower,14.76,27.21,-0.07,66.02,28.95,9.92,371.23,28.03,18.87,78.47,25.91,2.48,Q4,13920
Chitradurga,2015,Groundnut,14.4,29.7,1.59,57.6,31.19,9.54,336.0,28.22,17.49,72.0,28.81,3.18,Q4,12430
Chitradurga,2015,Maize,14.4,29.7,2.05,57.6,31.19,12.27,336.0,28.22,22.5,72.0,28.81,4.09,Q4,30830
Chitradurga,2015,Millet,15.39,32.27,-0.28,56.71,30.3,7.97,333.97,28.01,16.64,72.93,26.75,2.95,Q4,12430
Chitradurga,2015,Tomato,15.84,29.28,3.33,60.13,31.94,8.22,333.32,28.28,16.72,70.58,26.86,2.81,Q4,12430
Chitradurga,2016,Bengal Gram,18.23,28.16,2.8,72.83,30.24,11.2,440.81,29.6,20.24,96.66,27.47,4.51,Q4,16630
Chitradurga,2016,Groundnut,18.9,28.1,1.94,75.6,29.51,11.61,441.0,26.7,21.29,94.5,27.26,3.87,Q4,16630
Chitradurga,2016,Maize,18.9,28.1,2.5,75.6,29.51,14.97,441.0,26.7,27.45,94.5,27.26,4.99,Q4,39930
Chitradurga,2016,Wheat,21.09,25.23,2.44,73.75,27.59,12.57,442.47,28.19,21.94,92.29,26.79,2.44,Q4,16630
Chitradurga,2017,Groundnut,17.1,28.7,1.81,68.4,30.14,10.83,399.0,27.27,19.86,85.5,27.84,3.61,Q4,14950
Chitradurga,2017,Maize,17.1,28.7,2.31,68.4,30.14,13.86,399.0,27.27,25.41,85.5,27.84,4.62,Q4,36350
Chitradurga,2017,Tomato,15.38,31.17,0.09,67.85,31.27,9.51,398.33,27.75,19.21,82.59,27.03,3.73,Q4,14950
Chitradurga,2017,Turmeric,17.41,28.93,3.66,67.05,29.49,15.54,399.11,29.62,27.11,84.95,28.47,3.53,Q4,36350
Chitradurga,2018,Bengal Gram,18.93,29.58,4.05,69.64,32.75,13.47,391.23,27.96,23.61,85.11,29.64,5.99,Q4,35920
Chitradurga,2018,Groundnut,16.8,29.0,1.77,67.2,30.45,10.62,392.0,27.55,19.47,84.0,28.13,3.54,Q4,14720
Chitradurga,2018,Maize,16.8,29.0,2.28,67.2,30.45,13.68,392.0,27.55,25.08,84.0,28.13,4.56,Q4,35920
Chitradurga,2018,Tomato,17.12,30.84,2.19,69.56,31.14,12.45,393.91,26.32,26.01,86.41,27.15,4.2,Q4,35920
Chitradurga,2019,Bengal Gram,20.35,26.58,4.27,82.05,26.84,16.72,461.66,28.42,27.64,101.38,24.79,4.01,Q4,41560
Chitradurga,2019,Groundnut,19.8,27.8,2.01,79.2,29.19,12.06,462.0,26.41,22.11,99.0,26.97,4.02,Q4,17460
Chitradurga,2019,Maize,19.8,27.8,2.58,79.2,29.19,15.45,462.0,26.41,28.33,99.0,26.97,5.15,Q4,41560
Chitradurga,2019,Pepper,17.28,28.53,3.61,77.4,30.88,11.35,464.37,27.96,20.26,100.73,29.73,3.51,Q4,17460
Chitradurga,2020,Groundnut,18.3,28.4,1.88,73.2,29.82,11.28,427.0,26.98,20.68,91.5,27.55,3.76,Q4,16060
Chitradurga,2020,Maize,18.3,28.4,2.43,73.2,29.82,14.55,427.0,26.98,26.68,91.5,27.55,4.85,Q4,38560
Chitradurga,2020,Onion,19.27,28.61,2.4,75.35,30.19,15.76,427.65,25.7,25.85,89.26,27.41,4.91,Q4,38560
Chitradurga,2020,Sunflower,18.3,30.08,3.62,74.87,28.84,12.2,425.73,25.89,21.46,89.63,29.5,3.82,Q4,16060
Chitradurga,2021,Groundnut,16.35,29.2,1.75,65.4,30.66,10.47,381.5,27.74,19.2,81.75,28.32,3.49,Q4,14345
Chitradurga,2021,Maize,16.35,29.2,2.22,65.4,30.66,13.32,381.5,27.74,24.42,81.75,28.32,4.44,Q4,35145
Chitradurga,2021,Tomato,14.65,28.01,1.31,66.19,31.88,14.67,384.23,30.33,22.52,79.06,27.13,5.91,Q4,35145
Chitradurga,2021,Turmeric,18.15,27.76,3.34,63.34,30.63,13.38,381.07,27.33,24.68,82.55,30.88,4.49,Q4,35145
Chitradurga,2022,Bengal Gram,16.79,25.52,1.71,77.16,27.61,13.89,450.45,27.38,19.9,95.64,29.46,2.47,Q4,16840
Chitradurga,2022,Groundnut,19.2,28.0,1.99,76.8,29.4,11.91,448.0,26.6,21.84,96.0,27.16,3.97,Q4,16840
Chitradurga,2022,Maize,19.2,28.0,2.51,76.8,29.4,15.06,448.0,26.6,27.61,96.0,27.16,5.02,Q4,40340
Chitradurga,2022,Onion,20.47,26.99,1.37,75.23,28.93,16.59,450.89,24.11,26.37,94.16,28.65,5.77,Q4,40340
Chitradurga,2023,Groundnut,15.3,29.5,1.68,61.2,30.98,10.05,357.0,28.03,18.43,76.5,28.62,3.35,Q4,13370
Chitradurga,2023,Maize,15.3,29.5,2.16,61.2,30.98,12.93,357.0,28.03,23.71,76.5,28.62,4.31,Q4,33170
Chitradurga,2023,Millet,12.35,31.11,0.5,63.54,30.25,14.6,359.97,26.79,24.0,74.26,31.24,4.21,Q4,33170
Chitradurga,2023,Wheat,15.43,29.18,1.89,62.38,28.91,9.12,356.4,27.94,17.56,76.85,28.21,2.82,Q4,13370
Chitradurga,2024,Groundnut,21.0,27.5,2.13,84.0,28.88,12.75,490.0,26.13,23.38,105.0,26.68,4.25,Q4,18500
Chitradurga,2024,Maize,21.0,27.5,2.7,84.0,28.88,16.17,490.0,26.13,29.65,105.0,26.68,5.39,Q4,43800
Chitradurga,2024,Pepper,21.53,26.83,1.5,86.67,29.18,14.33,492.1,28.71,21.92,107.62,26.51,4.25,Q4,18500
Chitradurga,2024,Turmeric,20.74,24.68,0.73,84.78,27.1,14.33,489.41,28.35,29.72,103.6,28.53,4.73,Q4,43800
Dindori,2010,Arecanut,16.79,24.07,3.47,71.95,29.33,13.55,444.59,28.03,28.73,94.45,29.21,4.28,Q4,40340
Dindori,2010,Jowar,58.17,26.44,15.84,220.05,23.37,20.48,665.79,19.06,15.06,160.56,20.06,5.8,Q4,8230
Dindori,2010,Millet,20.38,27.96,28.8,83.18,21.7,30.91,503.91,20.08,23.82,109.1,29.02,16.73,Q4,765920
Dindori,2010,Tomato,14.61,31.33,2.76,66.24,34.66,13.81,389.02,31.2,24.29,83.96,23.92,4.53,Q4,35920
Dindori,2011,Coffee,110.56,22.37,24.26,425.22,29.25,33.46,1288.47,20.43,20.16,326.57,17.13,25.82,Q4,20950
Dindori,2011,Groundnut,32.94,23.7,0.19,110.39,29.8,6.43,430.28,23.5,17.71,139.5,20.23,1.8,Q4,19845
Dindori,2011,Pepper,16.0,33.57,3.13,58.7,35.51,11.95,352.44,25.06,22.39,79.96,27.9,6.31,Q4,33170
Dindori,2011,Wheat,83.4,23.36,24.24,345.73,22.76,25.29,1052.55,27.85,17.58,259.47,24.53,22.2,Q4,17750
Dindori,2016,Coffee,24.89,29.81,3.66,87.13,27.31,12.15,509.26,20.11,22.92,108.97,23.61,7.67,Q4,22490
Dindori,2016,Jowar,42.55,32.96,3.84,140.62,24.15,10.51,543.91,32.16,25.23,180.27,28.24,4.34,Q4,45620
Dindori,2016,Ragi,53.4,28.71,3.34,164.96,32.36,12.41,667.41,27.95,31.12,224.18,25.96,5.99,Q4,50510
Dindori,2016,Turmeric,107.86,23.99,2.46,430.29,27.67,15.32,1291.12,27.3,32.34,318.44,25.63,7.09,Q4,55550
Dindori,2017,Mango,22.54,29.8,4.35,78.69,31.83,10.65,442.99,24.19,22.41,94.67,31.47,3.53,Q4,16630
Dindori,2017,Millet,36.68,25.2,29.27,109.62,30.26,37.31,430.48,25.76,7.14,141.68,23.68,7.17,Q2,86370
Dindori,2017,Onion,28.37,28.09,26.19,100.84,28.91,32.22,385.03,20.04,11.48,126.31,24.05,7.39,Q2,78050
Dindori,2017,Turmeric,20.05,25.51,4.22,58.93,29.75,15.11,357.84,24.78,24.51,76.19,24.74,5.54,Q4,33170
Dindori,2022,Arecanut,48.16,30.0,0.12,131.06,35.22,9.87,512.36,28.54,25.77,164.24,30.36,4.89,Q4,44180
Dindori,2022,Maize,38.53,20.72,28.04,102.59,28.58,34.64,432.45,27.98,8.36,139.72,23.0,9.14,Q2,85305
Dindori,2022,Onion,18.05,29.89,9.74,85.34,29.8,66.23,505.17,27.93,73.66,104.43,21.03,16.65,Q4,21380
Dindori,2022,Paddy,68.54,25.57,18.73,272.07,28.13,21.25,805.56,21.01,10.88,202.76,20.98,8.51,Q4,10250
Dindori,2023,Coffee,17.38,27.45,2.18,63.49,27.41,12.12,366.56,26.29,16.79,75.03,26.84,3.37,Q4,13680
Dindori,2023,Jowar,51.48,25.52,30.87,144.17,23.02,34.18,571.28,20.69,25.88,185.35,23.18,16.13,Q4,850250
Dindori,2023,Paddy,16.92,28.73,0.42,63.17,27.94,9.67,399.13,24.11,17.27,80.31,28.15,3.01,Q4,14950
Dindori,2023,Sunflower,20.47,24.65,4.33,85.63,30.98,11.01,482.86,24.67,27.88,104.54,27.81,2.7,Q4,45170
Doddaballapura,2007,Cotton,65.58,22.57,12.42,261.24,26.24,3.82,784.84,27.72,13.93,192.08,22.88,23.18,Q4,155000
Doddaballapura,2007,Onion,33.46,27.25,28.56,115.94,23.12,36.47,448.5,27.82,8.04,144.44,26.52,6.91,Q2,87810
Doddaballapura,2007,Potato,19.16,25.13,2.38,81.87,35.86,15.37,475.56,28.5,28.23,102.56,29.63,5.18,Q4,42930
Doddaballapura,2007,Sunflower,17.82,26.71,7.07,87.78,35.05,62.05,480.79,30.59,70.36,105.48,32.21,17.67,Q4,20170
Doddaballapura,2008,Groundnut,44.76,27.02,33.81,146.71,31.62,35.1,574.76,29.18,30.36,190.19,30.94,15.89,Q4,865680
Doddaballapura,2008,Maize,55.66,22.11,13.61,240.71,25.24,3.55,707.44,27.66,12.55,176.06,26.9,25.53,Q4,148400
Doddaballapura,2008,Mango,45.15,34.62,30.71,119.18,30.15,29.04,492.78,25.94,28.54,167.2,30.05,13.7,Q4,720440
Doddaballapura,2008,Tomato,114.43,25.66,26.65,437.53,26.24,30.04,1322.06,22.92,19.64,328.72,24.69,26.83,Q4,21400
Doddaballapura,2011,Mango,109.81,27.55,24.59,422.29,28.2,28.73,1261.55,23.96,18.09,315.19,20.87,23.21,Q4,20600
Doddaballapura,2011,Pepper,21.58,27.2,29.23,74.19,24.46,24.89,411.53,30.31,23.0,82.99,31.27,10.94,Q4,590360
Doddaballapura,2011,Ragi,37.55,29.58,26.04,104.95,26.98,34.89,404.07,27.69,6.93,137.96,22.92,8.1,Q2,80300
Doddaballapura,2011,Wheat,13.51,27.27,3.87,62.95,28.0,10.69,368.01,23.09,17.42,80.25,26.72,2.26,Q4,13920
Doddaballapura,2015,Coffee,20.28,26.89,0.24,79.82,27.85,10.24,425.46,25.77,25.81,94.12,33.91,5.53,Q4,18910
Doddaballapura,2015,Groundnut,14.41,33.05,1.4,66.96,27.55,7.23,361.18,26.94,22.47,76.35,20.87,2.75,Q4,13680
Doddaballapura,2015,Sunflower,73.18,22.76,17.43,295.28,27.31,4.75,904.15,22.21,13.25,229.23,25.86,29.92,Q4,175000
Doddaballapura,2015,Turmeric,25.76,24.47,10.38,85.68,32.11,67.72,508.73,24.3,73.95,107.99,32.31,17.86,Q4,21380
Doddaballapura,2018,Groundnut,27.11,27.83,31.1,90.31,23.06,30.53,534.27,24.87,28.17,116.55,21.01,15.67,Q4,825360
Doddaballapura,2018,Mango,67.49,24.16,20.64,242.88,31.19,21.38,722.19,20.45,13.56,182.23,22.36,7.92,Q4,9190
Doddaballapura,2018,Onion,18.51,32.37,6.12,63.02,26.31,57.22,385.31,29.0,60.89,81.19,27.69,15.15,Q4,15850
Doddaballapura,2018,Tomato,53.22,25.55,3.65,162.6,28.42,10.67,655.31,27.52,31.54,217.36,30.8,4.62,Q4,49800
Doddaballapura,2023,Bengal Gram,21.63,23.61,1.92,70.15,31.83,13.19,430.46,27.45,28.22,86.56,22.58,4.91,Q4,38560
Doddaballapura,2023,Cotton,15.16,29.46,-0.21,75.19,28.7,7.91,409.58,26.6,21.77,92.52,31.16,2.14,Q4,40410
Doddaballapura,2023,Mango,106.79,30.8,25.66,426.44,25.26,29.88,1292.9,23.45,21.93,324.0,28.86,27.91,Q4,20950
Doddaballapura,2023,Paddy,21.27,25.62,4.15,74.62,36.15,10.84,414.06,30.78,23.17,93.12,34.28,2.42,Q4,40410
Gangavathi,2007,Arecanut,17.99,25.34,-0.76,68.11,26.24,10.9,411.12,25.2,22.89,83.5,26.81,4.37,Q4,39880
Gangavathi,2007,Potato,17.66,29.76,7.73,74.37,26.3,57.43,407.06,25.64,65.12,84.37,28.55,15.41,Q4,16880
Gangavathi,2007,Ragi,73.77,17.35,15.94,311.16,25.01,8.23,930.17,23.64,12.07,231.2,23.17,25.92,Q4,179050
Gangavathi,2007,Sunflower,55.08,26.06,36.29,149.18,26.82,35.28,607.24,30.76,29.62,203.16,31.84,16.19,Q4,920810
Gangavathi,2013,Onion,78.13,24.2,15.0,305.8,20.74,9.7,927.29,21.41,13.53,233.83,23.84,26.55,Q4,179050
Gangavathi,2013,Pepper,37.29,23.76,0.47,104.24,26.95,6.76,408.61,19.23,17.01,136.68,19.73,3.83,Q4,18920
Gangavathi,2013,Tomato,32.72,21.27,27.8,108.0,29.84,35.82,419.29,28.11,9.32,142.69,19.93,8.86,Q2,83000
Gangavathi,2013,Wheat,18.74,29.91,3.61,78.37,31.07,13.57,466.05,28.56,19.01,103.54,28.99,4.02,Q4,17460
Gangavathi,2014,Arecanut,16.48,25.94,0.24,63.04,34.96,12.95,390.39,29.89,23.57,79.75,29.72,4.74,Q4,35920
Gangavathi,2014,Groundnut,20.8,27.11,30.13,75.22,25.72,30.13,441.59,22.8,23.28,92.84,29.35,15.39,Q4,655670
Gangavathi,2014,Maize,16.64,29.37,3.94,75.32,25.95,13.29,433.91,34.78,26.36,92.43,27.27,6.27,Q4,41700
Gangavathi,2014,Potato,108.8,28.58,22.86,432.35,25.26,32.2,1288.34,16.07,17.09,325.87,20.12,27.18,Q4,20950
Gangavathi,2016,Cotton,15.37,27.6,0.93,76.08,27.43,11.78,457.56,24.5,24.3,96.89,30.61,6.03,Q4,43910
Gangavathi,2016,Groundnut,15.5,27.85,8.06,88.75,34.8,64.7,487.43,29.5,71.0,106.2,24.47,16.89,Q4,20580
Gangavathi,2016,Mango,14.68,32.4,2.8,68.25,29.82,9.34,417.13,32.78,23.83,93.17,25.28,4.97,Q4,40410
Gangavathi,2016,Sunflower,16.92,29.63,32.41,86.14,27.15,30.97,508.41,26.73,26.49,106.38,30.26,13.68,Q4,765920
Gangavathi,2018,Coffee,15.03,32.67,9.39,68.96,37.23,56.04,395.17,33.64,62.57,83.24,32.72,15.98,Q4,16220
